ICSH,अंतरकोशिक उद्दीपक हार्मोन,आंतरकोशिक उत्तेजक संप्रेरक,अन्तः-कोशिक-उद्दीपक-हार्मोनम्
Icteric,पीलिया संबंधी,कावीळ संबंधी,पीलिका-सम्बन्धी
Icterus,पीलिया,कावीळ,पीलिका
Jaundice,पीलिया,कावीळ,पीलिका
Icterus Gravis Neonatorum,नवजात गंभीर पीलिया,नवजात गंभीर कावीळ,नवजात-गम्भीर-पीलिका
Ictus,आघात,झटका,आघातः
Id,अचेतन,अचेतन,अचेतनम्
Ideation,विचारणा,विचार,विचारणा
Identical Twins,समरूप जुड़वां,एकसारखी जुळी मुले,समरूप-यमलाः
Identification,पहचान,ओळख,पहचानम्
Identity,पहचान,ओळख,पहचानम्
Identity Bracelet,पहचान कंगन,ओळख बांगडी,पहचान-कङ्कणम्
Naming Band,नामकरण पट्टी,नामकरण पट्टी,नामकरण-पट्टिका
Ideo-,विचार,विचार,विचारः
Ideomotor,विचार-गत्यात्मक,विचार-गतिमय,विचार-गत्यात्मकः
Idiopathic,अज्ञात कारणी,अज्ञात कारणी,अज्ञात-कारणी
Idiopathic Epilepsy,अज्ञात कारणी मिर्गी,अज्ञात कारणी अपस्मार,अज्ञात-कारणी-अपस्मारः
Idiopathy,अज्ञात रोग,अज्ञात रोग,अज्ञात-रोगः
Idiosyncrasy,व्यक्तिगत विशेषता,वैयक्तिक वैशिष्ट्य,वैयक्तिक-विशेषता
Idiot,मूर्ख/मंदबुद्धि,मूर्ख,मूर्खः
Idiot Savant,विद्वान मूर्ख,विद्वान मूर्ख,विद्वान-मूर्खः
Idioventricular,स्व-निलय,स्व-निलय,स्व-निलयः
Idioventricular Rhythm,स्व-निलय लय,स्व-निलय लय,स्व-निलय-लयः
IDK,आंतरिक गर्भनिरोध उपकरण,आंतरिक गर्भनिरोधक उपकरण,आन्तरिक-गर्भनिरोध-उपकरणम्
IUD,अंतर्गर्भाशय युक्ति,आंतर्गर्भाशय साधन,अन्तर्गर्भाशय-युक्तिः
IL-1,इंटरल्यूकिन 1,इंटरल्यूकिन १,इन्टरल्यूकिन-१
IL-2,इंटरल्यूकिन 2,इंटरल्यूकिन २,इन्टरल्यूकिन-२
Ile-,इलियम,इलियम,इलियमम्
Ilea,इलियम बहुवचन,इलियम अनेकवचन,इलियम-बहुवचनम्
Ileac,इलियम संबंधी,इलियम संबंधी,इलियम-सम्बन्धी
Ileal,इलियम संबंधी,इलियम संबंधी,इलियम-सम्बन्धी
Ileal Bladder,इलियम मूत्राशय,इलियम मूत्राशय,इलियम-मूत्राशयम्
Conduit,वाहिनी,नलिका,नलिका
Ileal Pouch,इलियम थैली,इलियम पिशवी,इलियम-थैली
Ileectomy,इलियम उच्छेदन,इलियम छेदन,इलियम-उच्छेदनम्
Ileitis,इलियम शोथ,इलियम दाह,इलियम-शोथः
Ileocaecal,इलियम-उंधानी,इलियम-उंधानी,इलियम-उन्धानी
Ileocaecal Valve,इलियम-उंधानी कपाट,इलियम-उंधानी झडप,इलियम-उन्धानी-कपाटम्
Ileocaecocystoplasty,इलियम-उंधानी-मूत्राशय प्लास्टी,इलियम-उंधानी-मूत्राशय प्लास्टी,इलियम-उन्धानी-मूत्राशय-प्लास्टी
Ileocolic,इलियम-बृहदांत्र,इलियम-बृहदांत्र,इलियम-बृहदान्त्र
Ileocolitis,इलियम-बृहदांत्र शोथ,इलियम-बृहदांत्र दाह,इलियम-बृहदान्त्र-शोथः
Ileocolostomy,इलियम-बृहदांत्र मुखीकरण,इलियम-बृहदांत्र मुखीकरण,इलियम-बृहदान्त्र-मुखीकरणम्
Ileorectal,इलियम-मलाशय,इलियम-मलाशय,इलियम-मलाशयः
